STREAM_KM,LONGDD,LATDD,TopoWest,TopoSouth,TopoEast,Veg0_EMERG,Veg1_NE,Veg2_NE,Veg3_NE,Veg4_NE,Veg5_NE,Veg6_NE,Veg7_NE,Veg8_NE,Veg9_NE,Veg1_E,Veg2_E,Veg3_E,Veg4_E,Veg5_E,Veg6_E,Veg7_E,Veg8_E,Veg9_E,Veg1_SE,Veg2_SE,Veg3_SE,Veg4_SE,Veg5_SE,Veg6_SE,Veg7_SE,Veg8_SE,Veg9_SE,Veg1_S,Veg2_S,Veg3_S,Veg4_S,Veg5_S,Veg6_S,Veg7_S,Veg8_S,Veg9_S,Veg1_SW,Veg2_SW,Veg3_SW,Veg4_SW,Veg5_SW,Veg6_SW,Veg7_SW,Veg8_SW,Veg9_SW,Veg1_W,Veg2_W,Veg3_W,Veg4_W,Veg5_W,Veg6_W,Veg7_W,Veg8_W,Veg9_W,Veg1_NW,Veg2_NW,Veg3_NW,Veg4_NW,Veg5_NW,Veg6_NW,Veg7_NW,Veg8_NW,Veg9_NW,ELEV_V1_NE,ELEV_V2_NE,ELEV_V3_NE,ELEV_V4_NE,ELEV_V5_NE,ELEV_V6_NE,ELEV_V7_NE,ELEV_V8_NE,ELEV_V9_NE,ELEV_V1_E,ELEV_V2_E,ELEV_V3_E,ELEV_V4_E,ELEV_V5_E,ELEV_V6_E,ELEV_V7_E,ELEV_V8_E,ELEV_V9_E,ELEV_V1_SE,ELEV_V2_SE,ELEV_V3_SE,ELEV_V4_SE,ELEV_V5_SE,ELEV_V6_SE,ELEV_V7_SE,ELEV_V8_SE,ELEV_V9_SE,ELEV_V1_S,ELEV_V2_S,ELEV_V3_S,ELEV_V4_S,ELEV_V5_S,ELEV_V6_S,ELEV_V7_S,ELEV_V8_S,ELEV_V9_S,ELEV_V1_SW,ELEV_V2_SW,ELEV_V3_SW,ELEV_V4_SW,ELEV_V5_SW,ELEV_V6_SW,ELEV_V7_SW,ELEV_V8_SW,ELEV_V9_SW,ELEV_V1_W,ELEV_V2_W,ELEV_V3_W,ELEV_V4_W,ELEV_V5_W,ELEV_V6_W,ELEV_V7_W,ELEV_V8_W,ELEV_V9_W,ELEV_V1_NW,ELEV_V2_NW,ELEV_V3_NW,ELEV_V4_NW,ELEV_V5_NW,ELEV_V6_NW,ELEV_V7_NW,ELEV_V8_NW,ELEV_V9_NW,LAT_V1_NE,LAT_V2_NE,LAT_V3_NE,LAT_V4_NE,LAT_V5_NE,LAT_V6_NE,LAT_V7_NE,LAT_V8_NE,LAT_V9_NE,LAT_V1_E,LAT_V2_E,LAT_V3_E,LAT_V4_E,LAT_V5_E,LAT_V6_E,LAT_V7_E,LAT_V8_E,LAT_V9_E,LAT_V1_SE,LAT_V2_SE,LAT_V3_SE,LAT_V4_SE,LAT_V5_SE,LAT_V6_SE,LAT_V7_SE,LAT_V8_SE,LAT_V9_SE,LAT_V1_S,LAT_V2_S,LAT_V3_S,LAT_V4_S,LAT_V5_S,LAT_V6_S,LAT_V7_S,LAT_V8_S,LAT_V9_S,LAT_V1_SW,LAT_V2_SW,LAT_V3_SW,LAT_V4_SW,LAT_V5_SW,LAT_V6_SW,LAT_V7_SW,LAT_V8_SW,LAT_V9_SW,LAT_V1_W,LAT_V2_W,LAT_V3_W,LAT_V4_W,LAT_V5_W,LAT_V6_W,LAT_V7_W,LAT_V8_W,LAT_V9_W,LAT_V1_NW,LAT_V2_NW,LAT_V3_NW,LAT_V4_NW,LAT_V5_NW,LAT_V6_NW,LAT_V7_NW,LAT_V8_NW,LAT_V9_NW,LON_V1_NE,LON_V2_NE,LON_V3_NE,LON_V4_NE,LON_V5_NE,LON_V6_NE,LON_V7_NE,LON_V8_NE,LON_V9_NE,LON_V1_E,LON_V2_E,LON_V3_E,LON_V4_E,LON_V5_E,LON_V6_E,LON_V7_E,LON_V8_E,LON_V9_E,LON_V1_SE,LON_V2_SE,LON_V3_SE,LON_V4_SE,LON_V5_SE,LON_V6_SE,LON_V7_SE,LON_V8_SE,LON_V9_SE,LON_V1_S,LON_V2_S,LON_V3_S,LON_V4_S,LON_V5_S,LON_V6_S,LON_V7_S
88.35,16.0606430596,47.4512151772,19.5616494601,10.3048464688,12.0795309866,0,259,259,259,101,101,101,101,101,101,259,259,259,259,101,101,101,101,101,0,0,260,260,260,260,260,101,101,260,260,260,260,187,187,0,0,0,260,260,187,187,0,0,0,0,0,260,260,260,260,187,0,0,0,0,0,259,259,259,259,259,0,0,0,259,259,259,101,101,101,101,101,101,259,259,259,259,101,101,101,101,101,0,0,260,260,260,260,260,101,101,260,260,260,260,187,187,0,0,0,260,260,187,187,0,0,0,0,0,260,260,260,260,187,0,0,0,0,0,259,259,259,259,259,0,0,0,47.4512470921,47.451279007,47.4513109219,47.4513428367,47.4513747515,47.4514066663,47.4514385811,47.4514704959,47.4515024106,47.4512153349,47.4512154925,47.4512156501,47.4512158077,47.4512159652,47.4512161227,47.4512162802,47.4512164376,47.4512165949,0,0,47.4511201014,47.4510884095,47.4510567175,47.4510250255,47.4509933335,47.4509616415,47.4509299494,47.4511702004,47.4511252236,47.4510802468,47.45103527,47.4509902932,47.4509453164,0,0,0,47.4511832623,47.4511513473,47.4511194324,47.4510875174,0,0,0,0,0,47.4512150195,47.4512148617,47.4512147039,47.4512145461,47.4512143882,0,0,0,0,0,47.4512785609,47.4513102528,47.4513419446,47.4513736364,47.4514053282,0,0,0,16.0606897825,16.0607365054,16.0607832284,16.0608299515,16.0608766746,16.0609233977,16.0609701209,16.0610168442,16.0610635675,16.0607093682,16.0607756768,16.0608419854,16.0609082939,16.0609746025,16.0610409111,16.0611072197,16.0611735282,16.0612398368,0,0,16.0607842143,16.0608312658,16.0608783171,16.0609253685,16.0609724197,16.061019471,16.0610665221,16.0606432921,16.0606435246,16.0606437571,16.0606439896,16.0606442221,16.0606444546,0
88.3,16.0612148969,47.4509888244,14.0362434679,16.699244234,23.1985905136,0,259,101,101,101,101,101,134,134,101,259,259,101,101,101,101,101,134,134,0,0,0,0,259,259,259,259,134,260,260,101,101,101,101,101,101,101,260,101,101,101,101,101,187,0,0,260,260,260,101,101,101,101,187,187,0,259,259,259,259,259,259,259,259,259,101,101,101,101,101,134,134,101,259,259,101,101,101,101,101,134,134,0,0,0,0,259,259,259,259,134,260,260,101,101,101,101,101,101,101,260,101,101,101,101,101,187,0,0,260,260,260,101,101,101,101,187,187,0,259,259,259,259,259,259,259,259,47.4510207391,47.4510526537,47.4510845684,47.451116483,47.4511483976,47.4511803121,47.4512122267,47.4512441412,47.4512760557,47.4509889817,47.4509891391,47.4509892963,47.4509894536,47.4509896108,47.4509897679,47.450989925,47.4509900821,47.4509902392,0,0,0,0,47.4508303635,47.4507986713,47.450766979,47.4507352868,47.4507035945,47.4509438476,47.4508988708,47.450853894,47.4508089172,47.4507639404,47.4507189636,47.4506739868,47.45062901,47.4505840332,47.4509569097,47.450924995,47.4508930803,47.4508611655,47.4508292508,47.450797336,47.4507654212,0,0,47.450988667,47.4509885096,47.4509883521,47.4509881946,47.4509880371,47.4509878795,47.4509877219,47.4509875642,47.4509874065,0,47.4510522086,47.4510839007,47.4511155928,47.4511472848,47.4511789768,47.4512106688,47.4512423608,47.4512740527,16.0612616199,16.061308343,16.0613550661,16.0614017893,16.0614485126,16.0614952359,16.0615419592,16.0615886826,16.0616354061,16.0612812052,16.0613475135,16.0614138218,16.0614801301,16.0615464384,16.0616127467,16.061679055,16.0617453633,16.0618116716,0,0,0,0,16.0614501517,16.0614972025,16.0615442532,16.0615913039,16.0616383545,16.0612151289,16.0612153609,16.0612155929,16.0612158249,16.0612160569,16.0612162889,16.0612165209
88.25,16.0615764997,47.4506209425,23.1985905136,12.094757077,15.9453959009,0,259,134,134,134,134,134,187,187,187,259,134,187,101,134,134,134,101,101,0,0,0,0,0,0,0,0,0,260,187,187,134,134,134,134,134,134,260,187,187,187,187,187,187,187,187,260,101,101,101,101,101,101,187,0,0,0,260,260,260,101,101,101,101,259,134,134,134,134,134,187,187,187,259,134,187,101,134,134,134,101,101,0,0,0,0,0,0,0,0,0,260,187,187,134,134,134,134,134,134,260,187,187,187,187,187,187,187,187,260,101,101,101,101,101,101,187,0,0,0,260,260,260,101,101,101,101,47.450652857,47.4506847715,47.450716686,47.4507486005,47.4507805149,47.4508124293,47.4508443438,47.4508762581,47.4509081725,47.4506210996,47.4506212567,47.4506214138,47.4506215708,47.4506217278,47.4506218847,47.4506220417,47.4506221985,47.4506223554,0,0,0,0,0,0,0,0,0,47.4505759657,47.4505309889,47.4504860121,47.4504410353,47.4503960584,47.4503510816,47.4503061048,47.450261128,47.4502161512,47.4505890279,47.4505571134,47.4505251988,47.4504932842,47.4504613696,47.4504294549,47.4503975403,47.4503656256,47.4503337109,47.4506207853,47.4506206281,47.4506204708,47.4506203135,47.4506201562,47.4506199988,47.4506198414,47.450619684,0,0,0,47.4507160192,47.4507477114,47.4507794036,47.4508110958,47.450842788,47.4508744801,47.4509061722,16.0616232226,16.0616699456,16.0617166686,16.0617633917,16.0618101148,16.061856838,16.0619035613,16.0619502846,16.061997008,16.0616428075,16.0617091154,16.0617754232,16.061841731,16.0619080389,16.0619743467,16.0620406545,16.0621069624,16.0621732702,0,0,0,0,0,0,0,0,0,16.0615767314,16.0615769631,16.0615771948,16.0615774265,16.0615776582,16.0615778899,16.0615781215
88.2,16.0620606861,47.4503158782,45,29.7448812969,26.5650511771,0,111,111,101,101,101,101,101,101,101,111,111,111,101,101,101,101,101,101,0,0,0,0,0,0,0,0,111,112,112,187,187,187,187,187,187,187,112,187,187,187,187,134,134,134,134,112,187,187,187,134,134,134,134,187,0,0,0,0,0,0,133,259,259,111,111,101,101,101,101,101,101,101,111,111,111,101,101,101,101,101,101,0,0,0,0,0,0,0,0,111,112,112,187,187,187,187,187,187,187,112,187,187,187,187,134,134,134,134,112,187,187,187,134,134,134,134,187,0,0,0,0,0,0,133,259,259,47.4503477925,47.4503797068,47.4504116211,47.4504435354,47.4504754496,47.4505073639,47.4505392781,47.4505711923,47.4506031064,47.450316035,47.4503161919,47.4503163486,47.4503165054,47.4503166621,47.4503168188,47.4503169754,47.450317132,47.4503172885,0,0,0,0,0,0,0,0,47.4500306451,47.4502709014,47.4502259246,47.4501809477,47.4501359709,47.4500909941,47.4500460173,47.4500010405,47.4499560637,47.4499110869,47.4502839638,47.4502520495,47.4502201351,47.4501882207,47.4501563062,47.4501243918,47.4500924773,47.4500605629,47.4500286484,47.4503157213,47.4503155643,47.4503154074,47.4503152504,47.4503150933,47.4503149362,47.4503147791,47.4503146219,47.4503144647,0,0,0,0,0,0,47.4505377251,47.4505694174,47.4506011097,16.062107409,16.062154132,16.062200855,16.0622475781,16.0622943013,16.0623410245,16.0623877478,16.0624344711,16.0624811945,16.0621269935,16.062193301,16.0622596084,16.0623259159,16.0623922233,16.0624585308,16.0625248382,16.0625911457,16.0626574531,0,0,0,0,0,0,0,0,16.0624841336,16.0620609173,16.0620611486,16.0620613799,16.0620616112,16.0620618424,16.0620620737,16.062062305
88.15,16.0624770529,47.4499756267,30.9637565321,26.5650511771,18.0939065441,0,111,111,111,101,101,101,101,101,101,111,111,111,101,101,134,134,134,134,111,111,111,111,111,111,111,111,111,0,0,112,112,112,112,112,112,112,112,187,187,187,187,187,187,187,187,112,112,187,187,187,187,187,187,187,0,112,112,112,112,112,112,112,112,111,111,111,101,101,101,101,101,101,111,111,111,101,101,134,134,134,134,111,111,111,111,111,111,111,111,111,0,0,112,112,112,112,112,112,112,112,187,187,187,187,187,187,187,187,112,112,187,187,187,187,187,187,187,0,112,112,112,112,112,112,112,112,47.4500075409,47.450039455,47.4500713692,47.4501032833,47.4501351974,47.4501671114,47.4501990255,47.4502309395,47.4502628535,47.4499757834,47.4499759399,47.4499760965,47.449976253,47.4499764094,47.4499765659,47.4499767223,47.4499768786,47.4499770349,47.4499439341,47.4499122414,47.4498805487,47.449848856,47.4498171632,47.4497854705,47.4497537777,47.4497220849,47.4496903921,0,0,47.4498406963,47.4497957195,47.4497507427,47.4497057658,47.449660789,47.4496158122,47.4495708354,47.4499437126,47.4499117984,47.4498798841,47.4498479699,47.4498160557,47.4497841414,47.4497522271,47.4497203128,47.4496883984,47.4499754701,47.4499753134,47.4499751567,47.4499749999,47.4499748431,47.4499746862,47.4499745294,47.4499743724,47.4499742155,0,47.450039012,47.4500707046,47.4501023972,47.4501340898,47.4501657823,47.4501974748,47.4502291673,47.4502608598,16.0625237758,16.0625704987,16.0626172217,16.0626639448,16.0627106679,16.0627573911,16.0628041143,16.0628508376,16.0628975609,16.0625433599,16.062609667,16.062675974,16.062742281,16.062808588,16.0628748951,16.0629412021,16.0630075091,16.0630738162,16.0625241023,16.0625711517,16.0626182009,16.0626652502,16.0627122994,16.0627593485,16.0628063975,16.0628534466,16.0629004955,0,0,16.0624777457,16.0624779766,16.0624782075,16.0624784384,16.0624786693
88.1,16.0625848905,47.4495324384,45,2.0532586596,15.2551187031,0,111,111,111,111,111,111,134,134,134,111,111,111,111,111,134,134,134,134,111,111,111,111,111,187,101,101,101,0,0,0,0,0,0,112,133,236,112,112,187,187,187,187,187,187,187,112,112,187,187,187,187,187,187,187,112,112,187,187,187,187,187,187,187,111,111,111,111,111,111,134,134,134,111,111,111,111,111,134,134,134,134,111,111,111,111,111,187,101,101,101,0,0,0,0,0,0,112,133,236,112,112,187,187,187,187,187,187,187,112,112,187,187,187,187,187,187,187,112,112,187,187,187,187,187,187,187,47.4495643525,47.4495962666,47.4496281807,47.4496600947,47.4496920088,47.4497239228,47.4497558368,47.4497877508,47.4498196648,47.4495325949,47.4495327515,47.4495329079,47.4495330644,47.4495332208,47.4495333771,47.4495335335,47.4495336897,47.449533846,47.4495007457,47.4494690529,47.4494373602,47.4494056674,47.4493739746,47.4493422818,47.449310589,47.4492788961,47.4492472033,0,0,0,0,0,0,47.4492176006,47.4491726238,47.449127647,47.4495005242,47.4494686101,47.4494366959,47.4494047817,47.4493728675,47.4493409533,47.449309039,47.4492771247,47.4492452105,47.4495322818,47.4495321252,47.4495319685,47.4495318118,47.449531655,47.4495314983,47.4495313414,47.4495311846,47.4495310277,47.4495641311,47.4495958237,47.4496275164,47.449659209,47.4496909016,47.4497225942,47.4497542868,47.4497859794,47.4498176719,16.062631613,16.0626783356,16.0627250583,16.0627717811,16.0628185038,16.0628652267,16.0629119496,16.0629586726,16.0630053956,16.0626511969,16.0627175034,16.0627838099,16.0628501163,16.0629164228,16.0629827293,16.0630490358,16.0631153422,16.0631816487,16.0626319394,16.0626789883,16.0627260371,16.0627730859,16.0628201346,16.0628671833,16.0629142319,16.0629612804,16.0630083289,0,0,0,0,0,0,16.0625865062
88.05,16.0626396915,47.4490842062,17.9140924484,2.1152984024,14.0362434679,0,236,187,187,101,101,101,101,101,187,236,187,187,101,101,101,101,101,101,236,236,187,187,101,101,101,101,101,0,0,0,0,0,236,236,236,236,236,236,101,101,101,101,101,101,101,236,236,101,101,101,101,101,101,101,236,133,133,187,187,187,187,187,187,236,187,187,101,101,101,101,101,187,236,187,187,101,101,101,101,101,101,236,236,187,187,101,101,101,101,101,0,0,0,0,0,236,236,236,236,236,236,101,101,101,101,101,101,101,236,236,101,101,101,101,101,101,101,236,133,133,187,187,187,187,187,187,47.4491161203,47.4491480344,47.4491799484,47.4492118625,47.4492437765,47.4492756905,47.4493076045,47.4493395184,47.4493714324,47.4490843627,47.4490845192,47.4490846756,47.449084832,47.4490849884,47.4490851447,47.449085301,47.4490854573,47.4490856135,47.4490525135,47.4490208207,47.4489891279,47.4489574351,47.4489257423,47.4488940495,47.4488623566,47.4488306637,47.4487989709,0,0,0,0,0,47.4488143452,47.4487693684,47.4487243916,47.4486794148,47.4490522921,47.4490203779,47.4489884638,47.4489565496,47.4489246354,47.4488927212,47.448860807,47.4488288927,47.4487969784,47.4490840496,47.449083893,47.4490837364,47.4490835797,47.449083423,47.4490832663,47.4490831095,47.4490829526,47.4490827958,47.4491158989,47.4491475916,47.4491792843,47.4492109769,47.4492426696,47.4492743622,47.4493060548,47.4493377474,47.4493694399,16.0626864137,16.062733136,16.0627798583,16.0628265807,16.0628733031,16.0629200256,16.0629667481,16.0630134707,16.0630601934,16.0627059974,16.0627723033,16.0628386092,16.0629049152,16.0629712211,16.063037527,16.0631038329,16.0631701388,16.0632364447,16.06268674,16.0627337885,16.0627808369,16.0628278852,16.0628749335,16.0629219817,16.0629690299,16.063016078,16.0630631261,0,0,0,0,0,16.0626410762,16.0626413069
88,16.0625722164,47.4486397327,18.2654351769,2.8624052261,8.1301023542,0,0,236,236,187,187,101,101,101,101,236,187,101,101,101,101,101,101,101,236,187,187,101,101,101,278,278,101,0,236,236,236,187,187,187,187,187,0,236,236,236,236,236,236,236,236,236,101,101,101,101,101,101,101,101,236,236,101,101,101,101,101,101,101,0,236,236,187,187,101,101,101,101,236,187,101,101,101,101,101,101,101,236,187,187,101,101,101,278,278,101,0,236,236,236,187,187,187,187,187,0,236,236,236,236,236,236,236,236,236,101,101,101,101,101,101,101,101,236,236,101,101,101,101,101,101,101,0,47.4487035609,47.448735475,47.4487673891,47.4487993031,47.4488312171,47.4488631312,47.4488950452,47.4489269591,47.4486398892,47.4486400457,47.4486402022,47.4486403587,47.4486405151,47.4486406714,47.4486408278,47.4486409841,47.4486411403,47.44860804,47.4485763472,47.4485446545,47.4485129617,47.4484812689,47.4484495761,47.4484178833,47.4483861904,47.4483544976,0,47.448549779,47.4485048022,47.4484598254,47.4484148485,47.4483698717,47.4483248949,47.448279918,47.4482349412,0,47.4485759044,47.4485439902,47.448512076,47.4484801617,47.4484482475,47.4484163332,47.448384419,47.4483525047,47.4486395761,47.4486394194,47.4486392628,47.4486391061,47.4486389493,47.4486387925,47.4486386357,47.4486384788,47.4486383219,47.4486714254,47.448703118,47.4487348107,47.4487665033,47.4487981959,47.4488298885,47.4488615811,47.4488932737,47.4489249662,0,16.06266566,16.0627123819,16.0627591038,16.0628058258,16.0628525478,16.06289927,16.0629459921,16.0629927143,16.0626385217,16.0627048271,16.0627711324,16.0628374378,16.0629037431,16.0629700485,16.0630363538,16.0631026592,16.0631689645,16.0626192645,16.0626663126,16.0627133607,16.0627604087,16.0628074566,16.0628545045,16.0629015523,16.0629486,16.0629956477,0,16.062572678,16.0625729089,16.0625731397,16.0625733705,16.0625736013,16.0625738322
87.95,16.0622597302,47.4482430426,23.1985905136,3.5058338821,5.6957033822,0,0,236,236,236,236,236,236,187,187,236,236,236,187,187,134,134,134,278,236,236,236,187,187,127,127,127,127,236,236,236,236,236,236,236,0,0,0,236,236,236,236,236,195,195,195,236,236,236,236,236,195,195,101,101,236,236,236,101,101,101,101,101,101,0,236,236,236,236,236,236,187,187,236,236,236,187,187,134,134,134,278,236,236,236,187,187,127,127,127,127,236,236,236,236,236,236,236,0,0,0,236,236,236,236,236,195,195,195,236,236,236,236,236,195,195,101,101,236,236,236,101,101,101,101,101,101,0,47.4483068711,47.4483387853,47.4483706995,47.4484026137,47.4484345278,47.448466442,47.4484983561,47.4485302702,47.4482431993,47.448243356,47.4482435127,47.4482436693,47.4482438259,47.4482439824,47.4482441389,47.4482442954,47.4482444518,47.44821135,47.4481796574,47.4481479648,47.4481162721,47.4480845794,47.4480528868,47.4480211941,47.4479895013,47.4479578086,47.4481980657,47.4481530889,47.4481081121,47.4480631353,47.4480181584,47.4479731816,47.4479282048,0,0,0,47.448179214,47.4481472997,47.4481153854,47.448083471,47.4480515566,47.4480196422,47.4479877278,47.4479558134,47.4482428858,47.448242729,47.4482425721,47.4482424152,47.4482422583,47.4482421013,47.4482419443,47.4482417873,47.4482416302,47.4482747351,47.4483064277,47.4483381202,47.4483698127,47.4484015052,47.4484331977,47.4484648901,47.4484965826,47.448528275,0,16.0623531727,16.0623998941,16.0624466155,16.0624933369,16.0625400584,16.06258678,16.0626335016,16.0626802233,16.0623260351,16.0623923399,16.0624586448,16.0625249496,16.0625912545,16.0626575593,16.0627238642,16.062790169,16.0628564739,16.0623067782,16.0623538261,16.062400874,16.0624479218,16.0624949696,16.0625420173,16.0625890649,16.0626361125,16.06268316,16.0622599613,16.0622601924,16.0622604235,16.0622606546,16.0622608857,16.0622611168,16.0622613479
87.9,16.0623028083,47.4478130595,25.2011236455,10.0079798014,23.1985905136,0,236,236,236,187,187,127,127,134,134,236,236,187,187,187,127,127,127,127,0,0,236,236,236,236,236,236,236,236,236,236,236,236,195,195,195,195,236,236,236,195,195,195,195,195,195,236,236,236,236,195,195,195,195,195,0,0,236,236,236,236,236,195,195,236,236,236,187,187,127,127,134,134,236,236,187,187,187,127,127,127,127,0,0,236,236,236,236,236,236,236,236,236,236,236,236,195,195,195,195,236,236,236,195,195,195,195,195,195,236,236,236,236,195,195,195,195,195,0,0,236,236,236,236,236,195,195,47.4478449737,47.447876888,47.4479088022,47.4479407163,47.4479726305,47.4480045447,47.4480364588,47.4480683729,47.448100287,47.4478132162,47.4478133729,47.4478135295,47.4478136861,47.4478138427,47.4478139992,47.4478141557,47.4478143121,47.4478144685,0,0,47.4477179816,47.447686289,47.4476545963,47.4476229036,47.4475912108,47.4475595181,47.4475278253,47.4477680827,47.4477231058,47.447678129,47.4476331522,47.4475881753,47.4475431985,47.4474982217,47.4474532448,47.447408268,47.4477811452,47.447749231,47.4477173167,47.4476854024,47.447653488,47.4476215737,47.4475896593,47.4475577449,47.4475258305,47.4478129028,47.447812746,47.4478125891,47.4478124323,47.4478122754,47.4478121184,47.4478119614,47.4478118044,47.4478116474,0,0,47.4479081372,47.4479398297,47.4479715222,47.4480032147,47.4480349072,47.4480665997,47.4480982921,16.0623495292,16.0623962501,16.0624429711,16.0624896921,16.0625364132,16.0625831344,16.0626298556,16.0626765769,16.0627232982,16.0623691126,16.0624354169,16.0625017212,16.0625680255,16.0626343298,16.0627006341,16.0627669385,16.0628332428,16.0628995471,0,0,16.0624439508,16.0624909983,16.0625380456,16.0625850929,16.0626321401,16.0626791873,16.0627262344,16.0623030393,16.0623032704,16.0623035014,16.0623037325,16.0623039635,16.0623041946,16.0623044256
87.85,16.0626765898,47.4474415685,22.1016466309,45,5.390302985,0,236,236,187,187,127,127,127,127,127,236,236,236,187,187,134,134,134,134,0,0,236,236,236,236,236,236,236,236,236,236,195,195,195,195,195,195,236,236,195,195,195,195,134,134,134,236,236,236,195,195,195,195,195,195,0,0,236,236,236,236,236,236,236,236,236,187,187,127,127,127,127,127,236,236,236,187,187,134,134,134,134,0,0,236,236,236,236,236,236,236,236,236,236,195,195,195,195,195,195,236,236,195,195,195,195,134,134,134,236,236,236,195,195,195,195,195,195,0,0,236,236,236,236,236,236,236,47.4474734826,47.4475053967,47.4475373107,47.4475692247,47.4476011388,47.4476330527,47.4476649667,47.4476968807,47.4477287946,47.447441725,47.4474418814,47.4474420379,47.4474421942,47.4474423506,47.4474425069,47.4474426632,47.4474428194,47.4474429756,0,0,47.4473464901,47.4473147973,47.4472831045,47.4472514116,47.4472197187,47.4471880258,47.4471563329,47.4473965917,47.4473516148,47.447306638,47.4472616611,47.4472166843,47.4471717075,47.4471267306,47.4470817538,47.4470367769,47.4474096544,47.4473777403,47.4473458261,47.4473139119,47.4472819978,47.4472500836,47.4472181693,47.4471862551,47.4471543408,47.447441412,47.4474412554,47.4474410988,47.4474409421,47.4474407854,47.4474406287,47.447440472,47.4474403152,47.4474401583,0,0,47.4475366467,47.4475683394,47.447600032,47.4476317247,47.4476634173,47.4476951099,47.4477268025,16.0627233106,16.0627700314,16.0628167523,16.0628634732,16.0629101942,16.0629569153,16.0630036364,16.0630503576,16.0630970788,16.0627428936,16.0628091975,16.0628755013,16.0629418052,16.063008109,16.0630744129,16.0631407167,16.0632070206,16.0632733244,0,0,16.0628177307,16.0628647775,16.0629118243,16.0629588711,16.0630059177,16.0630529644,16.0631000109,16.0626768205,16.0626770513,16.062677282,16.0626775127,16.0626777434,16.0626779742,16.0626782049
87.8,16.063050366,47.4470700762,21.9707978458,9.462322208,5.4155250852,0,236,236,187,187,134,134,134,127,127,236,236,187,187,127,127,127,127,127,0,236,236,236,236,236,236,236,236,236,236,236,101,101,101,101,101,101,236,101,101,101,101,101,134,134,134,236,236,101,101,195,195,195,195,134,0,0,236,236,236,236,236,236,236,236,236,187,187,134,134,134,127,127,236,236,187,187,127,127,127,127,127,0,236,236,236,236,236,236,236,236,236,236,236,101,101,101,101,101,101,236,101,101,101,101,101,134,134,134,236,236,101,101,195,195,195,195,134,0,0,236,236,236,236,236,236,236,47.4471019902,47.4471339041,47.447165818,47.4471977319,47.4472296457,47.4472615596,47.4472934734,47.4473253872,47.447357301,47.4470702325,47.4470703888,47.447070545,47.4470707011,47.4470708572,47.4470710133,47.4470711694,47.4470713254,47.4470714814,0,47.4470066904,47.4469749974,47.4469433044,47.4469116114,47.4468799184,47.4468482254,47.4468165323,47.4467848392,47.4470250994,47.4469801226,47.4469351457,47.4468901689,47.446845192,47.4468002152,47.4467552383,47.4467102615,47.4466652846,47.4470381623,47.4470062483,47.4469743343,47.4469424203,47.4469105063,47.4468785922,47.4468466781,47.446814764,47.4467828499,47.4470699199,47.4470697636,47.4470696072,47.4470694507,47.4470692943,47.4470691378,47.4470689812,47.4470688246,47.447068668,0,0,47.4471651549,47.4471968477,47.4472285405,47.4472602333,47.4472919261,47.4473236189,47.4473553116,16.0630970867,16.0631438074,16.0631905282,16.0632372491,16.06328397,16.0633306909,16.0633774119,16.063424133,16.0634708541,16.0631166694,16.0631829728,16.0632492762,16.0633155796,16.0633818829,16.0634481863,16.0635144897,16.0635807931,16.0636470965,0,16.0631444589,16.0631915053,16.0632385516,16.0632855978,16.063332644,16.0633796901,16.0634267362,16.0634737822,16.0630505964,16.0630508269,16.0630510573,16.0630512877,16.0630515181,16.0630517485,16.0630519789
