STREAM_KM,LONGDD,LATDD,TopoWest,TopoSouth,TopoEast,Veg0_EMERG,Veg1_NE,Veg2_NE,Veg3_NE,Veg4_NE,Veg5_NE,Veg6_NE,Veg7_NE,Veg8_NE,Veg9_NE,Veg1_E,Veg2_E,Veg3_E,Veg4_E,Veg5_E,Veg6_E,Veg7_E,Veg8_E,Veg9_E,Veg1_SE,Veg2_SE,Veg3_SE,Veg4_SE,Veg5_SE,Veg6_SE,Veg7_SE,Veg8_SE,Veg9_SE,Veg1_S,Veg2_S,Veg3_S,Veg4_S,Veg5_S,Veg6_S,Veg7_S,Veg8_S,Veg9_S,Veg1_SW,Veg2_SW,Veg3_SW,Veg4_SW,Veg5_SW,Veg6_SW,Veg7_SW,Veg8_SW,Veg9_SW,Veg1_W,Veg2_W,Veg3_W,Veg4_W,Veg5_W,Veg6_W,Veg7_W,Veg8_W,Veg9_W,Veg1_NW,Veg2_NW,Veg3_NW,Veg4_NW,Veg5_NW,Veg6_NW,Veg7_NW,Veg8_NW,Veg9_NW,ELEV_V1_NE,ELEV_V2_NE,ELEV_V3_NE,ELEV_V4_NE,ELEV_V5_NE,ELEV_V6_NE,ELEV_V7_NE,ELEV_V8_NE,ELEV_V9_NE,ELEV_V1_E,ELEV_V2_E,ELEV_V3_E,ELEV_V4_E,ELEV_V5_E,ELEV_V6_E,ELEV_V7_E,ELEV_V8_E,ELEV_V9_E,ELEV_V1_SE,ELEV_V2_SE,ELEV_V3_SE,ELEV_V4_SE,ELEV_V5_SE,ELEV_V6_SE,ELEV_V7_SE,ELEV_V8_SE,ELEV_V9_SE,ELEV_V1_S,ELEV_V2_S,ELEV_V3_S,ELEV_V4_S,ELEV_V5_S,ELEV_V6_S,ELEV_V7_S,ELEV_V8_S,ELEV_V9_S,ELEV_V1_SW,ELEV_V2_SW,ELEV_V3_SW,ELEV_V4_SW,ELEV_V5_SW,ELEV_V6_SW,ELEV_V7_SW,ELEV_V8_SW,ELEV_V9_SW,ELEV_V1_W,ELEV_V2_W,ELEV_V3_W,ELEV_V4_W,ELEV_V5_W,ELEV_V6_W,ELEV_V7_W,ELEV_V8_W,ELEV_V9_W,ELEV_V1_NW,ELEV_V2_NW,ELEV_V3_NW,ELEV_V4_NW,ELEV_V5_NW,ELEV_V6_NW,ELEV_V7_NW,ELEV_V8_NW,ELEV_V9_NW,LAT_V1_NE,LAT_V2_NE,LAT_V3_NE,LAT_V4_NE,LAT_V5_NE,LAT_V6_NE,LAT_V7_NE,LAT_V8_NE,LAT_V9_NE,LAT_V1_E,LAT_V2_E,LAT_V3_E,LAT_V4_E,LAT_V5_E,LAT_V6_E,LAT_V7_E,LAT_V8_E,LAT_V9_E,LAT_V1_SE,LAT_V2_SE,LAT_V3_SE,LAT_V4_SE,LAT_V5_SE,LAT_V6_SE,LAT_V7_SE,LAT_V8_SE,LAT_V9_SE,LAT_V1_S,LAT_V2_S,LAT_V3_S,LAT_V4_S,LAT_V5_S,LAT_V6_S,LAT_V7_S,LAT_V8_S,LAT_V9_S,LAT_V1_SW,LAT_V2_SW,LAT_V3_SW,LAT_V4_SW,LAT_V5_SW,LAT_V6_SW,LAT_V7_SW,LAT_V8_SW,LAT_V9_SW,LAT_V1_W,LAT_V2_W,LAT_V3_W,LAT_V4_W,LAT_V5_W,LAT_V6_W,LAT_V7_W,LAT_V8_W,LAT_V9_W,LAT_V1_NW,LAT_V2_NW,LAT_V3_NW,LAT_V4_NW,LAT_V5_NW,LAT_V6_NW,LAT_V7_NW,LAT_V8_NW,LAT_V9_NW,LON_V1_NE,LON_V2_NE,LON_V3_NE,LON_V4_NE,LON_V5_NE,LON_V6_NE,LON_V7_NE,LON_V8_NE,LON_V9_NE,LON_V1_E,LON_V2_E,LON_V3_E,LON_V4_E,LON_V5_E,LON_V6_E,LON_V7_E,LON_V8_E,LON_V9_E,LON_V1_SE,LON_V2_SE,LON_V3_SE,LON_V4_SE,LON_V5_SE,LON_V6_SE,LON_V7_SE,LON_V8_SE,LON_V9_SE,LON_V1_S,LON_V2_S,LON_V3_S,LON_V4_S,LON_V5_S,LON_V6_S,LON_V7_S
34.55,16.433848023,47.209918356,21.8014094864,9.462322208,13.7815972357,0,0,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,0,241,241,241,241,241,241,241,241,0,0,0,262,262,262,262,262,262,0,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,0,241,241,241,241,241,241,241,241,0,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,0,241,241,241,241,241,241,241,241,0,0,0,262,262,262,262,262,262,0,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,0,241,241,241,241,241,241,241,241,0,47.2099818841,47.2100136482,47.2100454122,47.2100771763,47.2101089403,47.2101407043,47.2101724682,47.2102042322,47.209918298,47.2099182401,47.2099181821,47.209918124,47.209918066,47.2099180078,47.2099179497,47.2099178915,47.2099178333,0,47.2098546639,47.2098228179,47.2097909718,47.2097591257,47.2097272796,47.2096954335,47.2096635874,47.2096317412,0,0,0,47.2097384394,47.2096934603,47.2096484811,47.209603502,47.2095585229,47.2095135437,0,47.2098548277,47.2098230636,47.2097912994,47.2097595352,47.209727771,47.2096960067,47.2096642425,47.2096324782,47.2099184139,47.2099184717,47.2099185295,47.2099185873,47.209918645,47.2099187027,47.2099187604,47.209918818,47.2099188756,0,47.2099820479,47.2100138939,47.2100457398,47.2100775857,47.2101094316,47.2101412775,47.2101731234,47.2102049692,0,16.4339414926,16.4339882274,16.4340349623,16.4340816973,16.4341284323,16.4341751674,16.4342219025,16.4342686377,16.4339140309,16.4339800388,16.4340460467,16.4341120546,16.4341780625,16.4342440703,16.4343100782,16.4343760861,16.434442094,0,16.433941252,16.4339878664,16.4340344807,16.434081095,16.4341277092,16.4341743234,16.4342209375,16.4342675516,0,0,0,16.4338476831,16.4338475981,16.4338475131,16.4338474282
34.5,16.4341744898,47.2095366803,5.6672856782,2.070030653,11.309932474,0,280,241,241,241,241,241,241,241,241,0,280,280,241,241,241,241,241,241,0,0,0,280,280,280,280,280,280,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,0,0,0,0,0,0,0,262,241,280,241,241,241,241,241,241,241,241,0,280,280,241,241,241,241,241,241,0,0,0,280,280,280,280,280,280,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,0,0,0,0,0,0,0,262,241,47.2095684443,47.2096002082,47.2096319722,47.2096637361,47.2096955,47.2097272638,47.2097590277,47.2097907915,47.2098225553,0,47.209536564,47.2095365059,47.2095364476,47.2095363894,47.2095363311,47.2095362727,47.2095362143,47.2095361559,0,0,0,47.2094092956,47.2093774494,47.2093456032,47.2093137569,47.2092819106,47.2092500643,0,47.209446722,47.2094017429,47.2093567637,47.2093117846,47.2092668055,47.2092218263,47.2091768472,47.209131868,47.2095049163,47.2094731523,47.2094413883,47.2094096242,47.2093778602,47.2093460961,47.209314332,47.2092825679,47.2092508037,0,47.2095367964,47.2095368544,47.2095369124,47.2095369703,47.2095370282,47.209537086,47.2095371438,47.2095372016,0,0,0,0,0,0,0,47.2097914488,47.2098232947,16.4342212244,16.4342679591,16.4343146938,16.4343614285,16.4344081634,16.4344548982,16.4345016332,16.4345483682,16.4345951032,0,16.4343065046,16.434372512,16.4344385195,16.4345045269,16.4345705343,16.4346365417,16.4347025491,16.4347685565,0,0,0,16.4343609454,16.4344075591,16.4344541728,16.4345007865,16.4345474001,16.4345940136,0,16.4341743193,16.434174234,16.4341741488,16.4341740635,16.4341739783,16.434173893
34.45,16.4343374884,47.2091176199,9.5222550099,3.0127875042,0.7224109245,0,0,188,188,280,280,280,280,241,241,262,262,262,188,188,188,188,188,188,0,262,262,262,262,262,262,262,262,0,0,0,0,0,0,0,262,262,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,0,188,188,280,280,280,280,241,241,262,262,262,188,188,188,188,188,188,0,262,262,262,262,262,262,262,262,0,0,0,0,0,0,0,262,262,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,0,47.2091811477,47.2092129115,47.2092446754,47.2092764392,47.209308203,47.2093399668,47.2093717306,47.2094034943,47.2091175617,47.2091175034,47.2091174452,47.2091173868,47.2091173285,47.2091172701,47.2091172116,47.2091171532,47.2091170947,0,47.2090539274,47.2090220812,47.2089902349,47.2089583886,47.2089265423,47.208894696,47.2088628497,47.2088310033,0,0,0,0,0,0,0,47.2087577867,47.2087128076,0,47.209054092,47.2090223281,47.2089905641,47.2089588001,47.2089270361,47.208895272,47.208863508,47.2088317439,47.2091176781,47.2091177362,47.2091177943,47.2091178523,47.2091179103,47.2091179683,47.2091180263,47.2091180842,47.209118142,0,47.2091813123,47.2092131584,47.2092450045,47.2092768507,47.2093086968,47.2093405428,47.2093723889,47.2094042349,0,16.4344309571,16.4344776915,16.434524426,16.4345711606,16.4346178952,16.4346646299,16.4347113646,16.4347580994,16.4344034953,16.4344695022,16.4345355091,16.434601516,16.4346675228,16.4347335297,16.4347995366,16.4348655435,16.4349315504,0,16.4344307154,16.4344773288,16.4345239421,16.4345705554,16.4346171686,16.4346637818,16.4347103949,16.434757008,0,0,0,0,0,0,0
34.4,16.4344807287,47.20870017,57.7322238232,10.0198133713,85.256034057,0,262,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,0,0,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,0,0,0,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,0,0,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,0,0,0,0,262,262,262,262,262,47.2087319338,47.2087636976,47.2087954614,47.2088272252,47.208858989,47.2088907528,47.2089225165,47.2089542802,47.2089860439,0,47.2087000534,47.208699995,47.2086999366,47.2086998781,47.2086998197,47.2086997611,47.2086997026,47.208699644,0,0,47.2086046311,47.2085727848,47.2085409384,47.208509092,47.2084772457,47.2084453993,47.2084135528,0,47.2086102117,47.2085652325,47.2085202534,47.2084752742,47.2084302951,47.2083853159,47.2083403368,47.2082953576,47.2086684061,47.2086366422,47.2086048783,47.2085731144,47.2085413504,47.2085095865,47.2084778225,47.2084460585,47.2084142945,0,47.2087002864,47.2087003446,47.2087004027,47.2087004608,47.2087005189,47.2087005769,47.2087006349,47.2087006929,0,0,0,0,47.208859401,47.2088912472,47.2089230933,47.2089549395,47.2089867856,16.4345274627,16.4345741968,16.434620931,16.4346676652,16.4347143995,16.4347611338,16.4348078682,16.4348546026,16.4349013371,0,16.4346127414,16.4346787478,16.4347447542,16.4348107606,16.4348767669,16.4349427733,16.4350087797,16.4350747861,0,0,16.4346205677,16.4346671806,16.4347137934,16.4347604062,16.434807019,16.4348536316,16.4349002442,0,16.4344805577,16.4344804721,16.4344803866,16.4344803011,16.4344802156,16.4344801301
34.35,16.4351108589,47.2085822884,51.3148844244,10.7842978676,80.3055557148,0,0,262,262,262,262,262,262,262,262,0,0,0,0,0,0,0,262,262,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,0,0,0,0,0,262,262,262,262,0,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,0,0,0,0,0,0,0,262,262,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,0,0,0,0,0,262,262,262,262,0,262,262,262,262,262,262,262,262,0,47.2086458155,47.2086775791,47.2087093426,47.2087411061,47.2087728696,47.2088046331,47.2088363966,47.20886816,0,0,0,0,0,0,0,47.2085818181,47.2085817592,0,47.2085185953,47.2084867487,47.2084549022,47.2084230556,47.2083912089,47.2083593623,47.2083275156,47.2082956689,47.2085373092,47.2084923301,47.2084473509,47.2084023718,47.2083573926,47.2083124135,47.2082674344,47.2082224552,47.2081774761,0,47.2085187611,47.2084869975,47.2084552338,47.2084234701,47.2083917064,47.2083599427,47.208328179,47.2082964152,0,0,0,0,0,47.2085826395,47.2085826979,47.2085827562,47.2085828145,0,47.2086459814,47.2086778279,47.2087096743,47.2087415207,47.2087733672,47.2088052136,47.2088370599,47.2088689063,0,16.4352043276,16.435251062,16.4352977965,16.4353445311,16.4353912657,16.4354380003,16.435484735,16.4355314698,0,0,0,0,0,0,0,16.4356389087,16.435704915,0,16.435204084,16.4352506965,16.4352973089,16.4353439213,16.4353905336,16.4354371458,16.435483758,16.4355303701,16.4351107729,16.4351106868,16.4351106008,16.4351105147,16.4351104287,16.4351103427,16.4351102566
34.3,16.4357517849,47.2086500355,7.4131957088,0.3393254939,0.9927938512,0,0,262,262,262,262,262,262,262,262,0,0,0,262,262,262,0,0,0,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,0,0,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,0,0,0,262,262,262,0,0,0,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,0,0,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,0,47.2087135622,47.2087453254,47.2087770887,47.208808852,47.2088406152,47.2088723784,47.2089041416,47.2089359048,0,0,0,47.2086497992,47.20864974,47.2086496808,0,0,0,0,47.2085863419,47.2085544951,47.2085226482,47.2084908014,47.2084589545,47.2084271076,47.2083952607,47.2083634137,47.2086050564,47.2085600772,47.2085150981,47.2084701189,47.2084251398,47.2083801606,47.2083351815,47.2082902023,47.2082452232,0,47.2085865088,47.2085547454,47.208522982,47.2084912186,47.2084594551,47.2084276917,47.2083959282,47.2083641647,0,0,0,47.2086502712,47.20865033,47.2086503888,47.2086504476,47.2086505063,47.208650565,47.2086818823,47.208713729,47.2087455758,47.2087774225,47.2088092692,47.2088411158,47.2088729625,47.2089048091,47.2089366558,0,16.4358452545,16.4358919894,16.4359387243,16.4359854593,16.4360321943,16.4360789294,16.4361256646,16.4361723998,0,0,0,16.4360158102,16.4360818165,16.4361478228,0,0,0,0,16.4358450094,16.4358916215,16.4359382336,16.4359848456,16.4360314576,16.4360780696,16.4361246814,16.4361712932,16.4357516983,16.4357516117,16.4357515252,16.4357514386,16.435751352,16.4357512654,16.4357511788
34.25,16.4363932277,47.2086448857,10.0079798014,15.2551187031,2.5733594632,0,0,262,262,262,262,262,262,262,262,0,0,0,0,0,0,0,262,262,0,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,0,0,262,262,262,0,0,0,0,0,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,0,0,0,0,0,0,0,262,262,0,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,0,0,262,262,262,0,0,0,0,0,262,262,262,262,262,262,262,262,0,47.2087084119,47.2087401749,47.2087719379,47.2088037009,47.2088354638,47.2088672268,47.2088989897,47.2089307526,0,0,0,0,0,0,0,47.2086444096,47.2086443499,0,0,47.2085493445,47.2085174974,47.2084856503,47.2084538032,47.208421956,47.2083901088,47.2083582616,47.2085999066,47.2085549274,47.2085099483,47.2084649692,47.20841999,47.2083750109,47.2083300317,47.2082850526,47.2082400734,47.2086131227,47.2085813595,47.2085495964,47.2085178333,47.2084860701,47.2084543069,47.2084225437,47.2083907805,47.2083590173,0,0,47.2086450637,47.2086451229,47.2086451821,0,0,0,0,0,47.2087085798,47.2087404268,47.2087722737,47.2088041207,47.2088359676,47.2088678145,47.2088996614,47.2089315083,0,16.4364866981,16.4365334333,16.4365801686,16.436626904,16.4366736394,16.4367203749,16.4367671104,16.436813846,0,0,0,0,0,0,0,16.4369212782,16.4369872845,0,0,16.4365330632,16.4365796749,16.4366262865,16.4366728981,16.4367195096,16.4367661211,16.4368127325,16.4363931406,16.4363930535,16.4363929663,16.4363928792,16.4363927921,16.436392705,16.4363926178
34.2,16.4369874252,47.2087436759,5.7743259027,2.489552922,1.300475368,0,0,0,262,262,262,188,188,188,188,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,0,0,0,0,262,262,262,262,262,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,188,0,0,262,262,262,188,188,188,188,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,0,0,0,0,262,262,262,262,262,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,188,0,0,47.2088389643,47.2088707271,47.2089024898,47.2089342526,47.2089660153,47.208997778,47.2090295406,0,47.2087435564,47.2087434966,47.2087434368,47.2087433769,47.208743317,47.208743257,47.208743197,47.208743137,47.2087118286,47.2086799813,47.208648134,47.2086162867,47.2085844393,47.2085525919,47.2085207445,47.2084888971,47.2084570496,0,47.2086537176,47.2086087385,47.2085637594,47.2085187802,47.2084738011,47.2084288219,47.2083838428,47.2083388636,0,0,0,0,47.2085848615,47.2085530986,47.2085213356,47.2084895726,47.2084578096,0,47.2087437953,47.2087438549,47.2087439145,47.208743974,47.2087440335,47.208744093,47.2087441524,47.2087442118,47.2087755232,47.2088073704,47.2088392177,47.2088710649,47.2089029121,47.2089347593,47.2089666064,47.2089984536,47.2090303007,0,0,16.4371276321,16.4371743678,16.4372211036,16.4372678395,16.4373145754,16.4373613114,16.4374080474,0,16.437119438,16.4371854444,16.4372514509,16.4373174573,16.4373834637,16.4374494701,16.4375154766,16.437581483,16.4370340368,16.4370806483,16.4371272598,16.4371738712,16.4372204826,16.4372670939,16.4373137052,16.4373603164,16.4374069276,0,16.4369872499,16.4369871623,16.4369870746,16.436986987,16.4369868994,16.4369868118
34.15,16.4375936313,47.2088864134,5.0671617259,12.9946167919,5.9061411138,0,0,0,0,0,280,0,280,0,0,0,262,262,262,262,100,100,100,100,262,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,0,0,0,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,262,188,188,188,188,188,188,188,280,0,0,0,0,280,0,280,0,0,0,262,262,262,262,100,100,100,100,262,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,0,0,0,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,262,188,188,188,188,188,188,188,280,0,0,0,0,47.209045226,0,47.209108751,0,0,0,47.2088862932,47.208886233,47.2088861728,47.2088861126,47.2088860523,47.208885992,47.2088859316,47.2088858713,47.2088545658,47.2088227183,47.2087908707,47.2087590231,47.2087271755,47.2086953279,47.2086634802,47.2086316325,47.2085997848,0,47.2087964551,47.2087514759,47.2087064968,47.2086615177,47.2086165385,47.2085715594,47.2085265802,47.2084816011,0,0,0,47.2087593629,47.2087276002,47.2086958375,47.2086640748,47.2086323121,47.2086005493,0,47.2088865334,47.2088865934,47.2088866533,47.2088867132,47.2088867731,47.2088868329,47.2088868926,47.2088869524,47.2089182609,47.2089501084,47.2089819559,47.2090138033,47.2090456508,47.2090774982,47.2091093456,47.209141193,47.2091730403,0,0,0,0,16.4378273122,0,16.4379207849,0,0,0,16.4377256445,16.4377916511,16.4378576577,16.4379236643,16.4379896709,16.4380556775,16.4381216841,16.4381876907,16.4376402426,16.4376868539,16.4377334652,16.4377800764,16.4378266875,16.4378732986,16.4379199096,16.4379665206,16.4380131315,0,16.437593455,16.4375933668,16.4375932787,16.4375931906,16.4375931024,16.4375930143
34.1,16.4380768666,47.209185308,6.3401917459,8.53076561,8.53076561,0,0,0,0,0,0,280,280,280,280,0,280,280,280,280,280,280,280,280,280,280,280,280,100,100,100,100,100,0,280,280,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,280,280,280,280,280,280,280,280,280,280,280,280,100,100,100,100,100,0,0,0,0,0,280,280,280,280,0,280,280,280,280,280,280,280,280,280,280,280,280,100,100,100,100,100,0,280,280,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,280,280,280,280,280,280,280,280,280,280,280,280,100,100,100,100,100,0,0,0,0,0,47.209375882,47.2094076442,47.2094394065,47.2094711687,0,47.2091851872,47.2091851268,47.2091850663,47.2091850058,47.2091849453,47.2091848847,47.209184824,47.2091847634,47.2091534603,47.2091216125,47.2090897647,47.209057917,47.2090260691,47.2089942213,47.2089623735,47.2089305256,47.2088986777,0,47.2090953497,47.2090503706,47.2090053914,47.2089604123,47.2089154332,47.208870454,47.2088254749,47.2087804957,0,0,0,0,0,0,0,0,0,0,47.2091854286,47.2091854888,47.2091855491,47.2091856092,47.2091856694,47.2091857294,47.2091857895,47.2091858495,47.2092171557,47.2092490034,47.2092808511,47.2093126987,47.2093445464,47.209376394,47.2094082416,47.2094400891,47.2094719367,0,0,0,0,0,16.4383572872,16.4384040242,16.4384507612,16.4384974982,0,16.4382088806,16.4382748876,16.4383408945,16.4384069015,16.4384729085,16.4385389154,16.4386049224,16.4386709294,16.438123478,16.4381700893,16.4382167005,16.4382633116,16.4383099228,16.4383565338,16.4384031448,16.4384497558,16.4384963666,0,16.4380766895,16.438076601,16.4380765124,16.4380764239,16.4380763353,16.4380762468
34.05,16.4386426078,47.2093984016,7.1250163489,23.1985905136,5.3558250429,0,0,280,280,280,280,280,280,119,119,0,0,0,280,280,280,280,280,280,280,280,280,280,280,100,100,100,100,280,280,280,280,280,100,100,100,100,0,0,280,280,280,280,280,280,280,0,0,280,280,280,280,280,280,100,0,280,280,280,100,100,100,280,280,0,280,280,280,280,280,280,119,119,0,0,0,280,280,280,280,280,280,280,280,280,280,280,100,100,100,100,280,280,280,280,280,100,100,100,100,0,0,280,280,280,280,280,280,280,0,0,280,280,280,280,280,280,100,0,280,280,280,100,100,100,280,280,0,47.2094619259,47.209493688,47.2095254501,47.2095572121,47.2095889742,47.2096207362,47.2096524982,47.2096842602,0,0,0,47.2093981586,47.2093980978,47.2093980369,47.209397976,47.2093979151,47.2093978541,47.2093665537,47.2093347057,47.2093028577,47.2092710097,47.2092391616,47.2092073136,47.2091754655,47.2091436174,47.2091117693,47.2093534225,47.2093084434,47.2092634642,47.2092184851,47.2091735059,47.2091285268,47.2090835477,47.2090385685,47.2089935894,0,0,47.2093031151,47.2092713529,47.2092395906,47.2092078284,47.2091760661,47.2091443038,47.2091125415,0,0,47.2093985835,47.209398644,47.2093987045,47.2093987649,47.2093988254,47.2093988857,47.2093989461,0,47.2094620975,47.2094939454,47.2095257933,47.2095576411,47.209589489,47.2096213368,47.2096531846,47.2096850324,0,16.4387360822,16.4387828194,16.4388295567,16.4388762941,16.4389230315,16.438969769,16.4390165065,16.4390632441,0,0,0,16.4389066368,16.438972644,16.4390386512,16.4391046585,16.4391706657,16.4392366729,16.438689219,16.4387358301,16.4387824412,16.4388290522,16.4388756632,16.4389222741,16.4389688849,16.4390154957,16.4390621064,16.4386425188,16.4386424298,16.4386423407,16.4386422517,16.4386421627,16.4386420736,16.4386419846
34,16.4392721911,47.2095335276,14.0362434679,13.2405199152,5.38931176,0,0,0,280,280,280,280,280,119,119,0,0,280,280,280,280,280,100,100,280,280,280,100,100,100,100,100,100,280,280,280,100,100,100,100,100,100,0,0,280,280,280,280,280,280,280,0,0,0,280,280,280,280,280,280,0,280,280,119,119,119,119,119,119,0,0,280,280,280,280,280,119,119,0,0,280,280,280,280,280,100,100,280,280,280,100,100,100,100,100,100,280,280,280,100,100,100,100,100,100,0,0,280,280,280,280,280,280,280,0,0,0,280,280,280,280,280,280,0,280,280,119,119,119,119,119,119,0,0,47.2096288131,47.209660575,47.2096923368,47.2097240986,47.2097558603,47.2097876221,47.2098193838,0,0,47.2095333443,47.2095332831,47.2095332219,47.2095331607,47.2095330994,47.2095330381,47.2095329767,47.2095016793,47.2094698311,47.2094379828,47.2094061346,47.2093742863,47.209342438,47.2093105896,47.2092787413,47.2092468929,47.2094885484,47.2094435693,47.2093985901,47.209353611,47.2093086319,47.2092636527,47.2092186736,47.2091736945,47.2091287153,0,0,47.2094382418,47.2094064798,47.2093747178,47.2093429558,47.2093111938,47.2092794318,47.2092476697,0,0,0,47.2095337714,47.2095338322,47.209533893,47.2095339538,47.2095340146,47.2095340753,0,47.2095972239,47.2096290721,47.2096609202,47.2096927683,47.2097246164,47.2097564645,47.2097883126,47.2098201606,0,0,16.4394124042,16.439459142,16.4395058798,16.4395526177,16.4395993557,16.4396460937,16.4396928318,0,0,16.4394702133,16.4395362207,16.4396022281,16.4396682355,16.4397342429,16.4398002503,16.4398662577,16.439318802,16.4393654129,16.4394120237,16.4394586344,16.4395052451,16.4395518558,16.4395984664,16.4396450769,16.4396916874,16.4392721015,16.4392720119,16.4392719224,16.4392718328,16.4392717433,16.4392716537,16.4392715641
33.95,16.4398770863,47.2097119479,45,15.2551187031,10.0079798014,0,0,0,119,119,119,119,119,119,119,0,0,280,280,280,100,100,100,100,280,280,100,100,100,100,100,100,100,0,280,100,100,100,100,100,100,100,0,0,280,280,280,280,280,280,100,0,280,280,280,280,280,280,119,119,0,280,280,119,119,119,119,119,119,0,0,119,119,119,119,119,119,119,0,0,280,280,280,100,100,100,100,280,280,100,100,100,100,100,100,100,0,280,100,100,100,100,100,100,100,0,0,280,280,280,280,280,280,100,0,280,280,280,280,280,280,119,119,0,280,280,119,119,119,119,119,119,0,0,47.2098072328,47.2098389944,47.2098707559,47.2099025175,47.209934279,47.2099660405,47.209997802,0,0,47.2097117636,47.2097117021,47.2097116406,47.209711579,47.2097115174,47.2097114557,47.209711394,47.2096800995,47.209648251,47.2096164025,47.209584554,47.2095527055,47.2095208569,47.2094890083,47.2094571597,47.2094253111,0,47.2096219897,47.2095770105,47.2095320314,47.2094870523,47.2094420732,47.209397094,47.2093521149,47.2093071358,0,0,47.2096166629,47.2095849012,47.2095531395,47.2095213777,47.2094896159,47.2094578542,47.2094260923,0,47.2097120706,47.2097121319,47.2097121932,47.2097122544,47.2097123155,47.2097123767,47.2097124378,47.2097124988,0,47.2097756448,47.2098074932,47.2098393416,47.20987119,47.2099030383,47.2099348866,47.2099667349,47.2099985832,0,0,16.4400173009,16.4400640392,16.4401107776,16.4401575161,16.4402042545,16.4402509931,16.4402977317,0,0,16.4400751091,16.4401411168,16.4402071244,16.440273132,16.4403391396,16.4404051472,16.4404711549,16.439923697,16.4399703076,16.4400169183,16.4400635288,16.4401101393,16.4401567497,16.4402033601,16.4402499704,16.4402965807,0,16.4398769061,16.4398768161,16.439876726,16.4398766359,16.4398765458,16.4398764558
