DateTime,GloRad (W/m2),Wind Speed (m/s),Relative Humidity (0 - 1),Air Temp (*C),Cloudiness (0 - 1)
07/21/2013 0:00,0,0.2243625,0.991,15.5,0
07/21/2013 1:00,0,0.0149575,0.999,13.86,0.23
07/21/2013 2:00,0,0.013087813,0.999,12.83,0.23
07/21/2013 3:00,0,1.451050966,0.999,11.7,0.66
07/21/2013 4:00,0.17466,0,0.999,11.63,0.01
07/21/2013 5:00,31.26414,0,0.999,12.67,0.02
07/21/2013 6:00,259.71942,0,0.823,17.75,0
07/21/2013 7:00,428.26632,0.645811394,0.6517,21.13,0
07/21/2013 8:00,648.8619,2.063867276,0.5686,22.3,0
07/21/2013 9:00,850.5942,1.166628129,0.5082,24.01,0
07/21/2013 10:00,1043.5935,1.616188849,0.5089,24.36,0
07/21/2013 11:00,1135.29,1.415275589,0.4575,24.74,0
07/21/2013 12:00,1176.3351,1.027916749,0.4293,25.2,0
07/21/2013 13:00,1158.8691,1.697680368,0.4107,26.15,0
07/21/2013 14:00,1071.5391,2.886703354,0.378,26.54,0
07/21/2013 15:00,936.1776,2.833032218,0.3595,26.7,0
07/21/2013 16:00,735.3186,2.312706764,0.381,26.75,0
07/21/2013 17:00,519.17685,2.576168808,0.389,26.36,0
07/21/2013 18:00,286.26774,2.425619682,0.4003,25.9,0
07/21/2013 19:00,87.85398,1.467923809,0.4292,24.12,0.99
07/21/2013 20:00,1.22262,0,0.6422,18.47,0
07/21/2013 21:00,0,0.001869688,0.924,13.63,0
07/21/2013 22:00,0,0.340473185,0.99,11.9,0
07/21/2013 23:00,0,0.209405,0.999,10.74,0
07/22/2013 0:00,0,0.087875325,0.999,10.23,0
07/22/2013 1:00,0,0,0.999,9.43,0
07/22/2013 2:00,0,0.29915,0.999,9.01,0
07/22/2013 3:00,0,0.121529675,0.999,8.39,0
07/22/2013 4:00,0,0.274844,0.999,7.92,0
07/22/2013 5:00,23.05512,0.2898015,0.999,7.74,0.01
07/22/2013 6:00,225.48606,0.97410725,0.999,12.65,0
07/22/2013 7:00,437.5233,0.7273085,0.726,17.96,0
07/22/2013 8:00,669.8211,0.390889849,0.5582,23.43,0
07/22/2013 9:00,873.3,0.984750528,0.5037,25.3,0
07/22/2013 10:00,1038.3537,0.683408628,0.4535,26.18,0
07/22/2013 11:00,1147.5162,0.675267868,0.4179,27.08,0
07/22/2013 12:00,1191.1812,0.634135657,0.3554,27.72,0
07/22/2013 13:00,1171.0953,0.479417064,0.3788,28.86,0
07/22/2013 14:00,1069.7925,0.591655006,0.3619,29.48,0
07/22/2013 15:00,925.698,0.168084796,0.347,29.61,0
07/22/2013 16:00,729.2055,0.24378459,0.3897,30.52,0.01
07/22/2013 17:00,510.53118,0.63234423,0.3886,29.79,0
07/22/2013 18:00,282.9492,0.766900015,0.4193,29.13,0
07/22/2013 19:00,87.50466,0,0.6246,24.56,0.99
07/22/2013 20:00,1.13529,0,0.93,16.35,0
07/22/2013 21:00,0,0.226239926,0.98,13.97,0
07/22/2013 22:00,0,0.001869688,0.999,12.99,0
07/22/2013 23:00,0,0.0467422,0.999,12.3,0
07/23/2013 0:00,0,1.0021525,0.999,11.46,0
07/23/2013 1:00,0,0.4580735,0.999,10.63,0
07/23/2013 2:00,0,0.001869688,0.999,9.98,0
07/23/2013 3:00,0,0.1047025,0.999,9.65,0
07/23/2013 4:00,0,0.21501405,0.999,9.11,0.01
07/23/2013 5:00,23.40444,0.149575,0.999,9.06,0.01
07/23/2013 6:00,193.78527,0.89745,0.999,14.14,0
07/23/2013 7:00,416.30211,0.529124803,0.803,20.13,0
07/23/2013 8:00,657.5949,0.574042719,0.6209,24.71,0
07/23/2013 9:00,857.5806,1.268108495,0.4399,28.13,0
07/23/2013 10:00,1011.2814,1.185436408,0.3745,29.39,0
07/23/2013 11:00,1123.0638,0.39943544,0.3722,29.74,0
07/23/2013 12:00,1200.7875,0.670052861,0.3532,30.5,0.01
07/23/2013 13:00,1171.0953,0.790302927,0.3568,32.17,0.08
07/23/2013 14:00,1125.6837,0.309013471,0.3899,31.53,0.02
07/23/2013 15:00,451.05945,0.256719747,0.3585,31.25,0.02
07/23/2013 16:00,627.0294,0.619160224,0.349,30.89,0.36
07/23/2013 17:00,387.04656,1.16317109,0.5404,28.36,0.36
07/23/2013 18:00,174.83466,0.842457494,0.6479,28.33,0.93
07/23/2013 19:00,55.54188,0.134318525,0.759,23.46,0.99
07/23/2013 20:00,0.26199,0,0.897,19.12,0.17
07/23/2013 21:00,0,0.2262322,0.892,18.07,0.17
07/23/2013 22:00,0,0.0448725,0.978,15.99,0.17
07/23/2013 23:00,0,0.3496315,0.969,15.45,0.27
07/24/2013 0:00,0,0.80957475,0.999,14.34,0.12
07/24/2013 1:00,0,0,0.999,13.1,0
07/24/2013 2:00,0,0.7329175,0.999,12.65,0.12
07/24/2013 3:00,0,0,0.999,12.07,0.17
07/24/2013 4:00,0.17466,0.25053825,0.999,11.54,0
07/24/2013 5:00,41.21976,0.280459482,0.999,12.49,0.02
07/24/2013 6:00,195.53187,0.891841,0.927,17.38,0
07/24/2013 7:00,383.29137,0.516751319,0.706,21.69,0
07/24/2013 8:00,613.0566,0.530530211,0.5323,24.63,0
07/24/2013 9:00,838.368,0.535073789,0.4916,26.1,0
07/24/2013 10:00,729.2055,0.014602726,0.4909,27.58,0
07/24/2013 11:00,1203.4074,1.476467391,0.4578,30.37,0.5
07/24/2013 12:00,496.64571,1.567685864,0.4566,28.87,0
07/24/2013 13:00,1176.3351,0.989834944,0.4192,31.56,0.04
07/24/2013 14:00,700.3866,1.337799032,0.3838,30.76,0.01
07/24/2013 15:00,998.1819,0.554175476,0.4101,31.93,0.38
07/24/2013 16:00,391.15107,0.203521291,0.5017,27.23,0.44
07/24/2013 17:00,146.36508,0.74556459,0.6724,26.21,0.92
07/24/2013 18:00,99.5562,0.09722375,0.856,23.39,0.77
07/24/2013 19:00,11.44023,0.013087813,0.845,22.34,0.99
07/24/2013 20:00,0.43665,0.039263425,0.947,19.03,0.17
07/24/2013 21:00,0,0.001869688,0.96,18.25,0.9
07/24/2013 22:00,0,0,0.989,17.42,0.66
07/24/2013 23:00,0,0.001869688,0.999,16.95,0.9
07/25/2013 0:00,0,0.28606225,0.999,16.4,0.12
07/25/2013 1:00,0,0.981586,0.999,16.42,0.28
07/25/2013 2:00,0,0.087875325,0.999,14.87,0.17
07/25/2013 3:00,0,0,0.999,14.16,0.17
07/25/2013 4:00,0.17466,0.078526875,0.999,14.13,0.99
07/25/2013 5:00,7.59771,0.66934825,0.999,14.8,0.99
07/25/2013 6:00,36.6786,0,0.999,15.84,0.99
07/25/2013 7:00,62.96493,0,0.999,17.34,0.99
07/25/2013 8:00,63.22692,0.121529675,0.999,17.82,0.81
07/25/2013 9:00,268.62708,0.459943,0.834,21.13,0.57
07/25/2013 10:00,588.69153,0.1047025,0.6786,24.22,0.14
07/25/2013 11:00,1144.023,0.598311685,0.6338,26.13,0.01
07/25/2013 12:00,1110.8376,0.722360105,0.5593,27.34,0.04
07/25/2013 13:00,1333.5291,0.622212664,0.4528,30.61,0.02
07/25/2013 14:00,950.1504,0.973116278,0.4626,30.38,0.96
07/25/2013 15:00,207.49608,1.021234665,0.659,26.79,0.05
07/25/2013 16:00,385.1253,1.605548958,0.4648,29.6,0.06
07/25/2013 17:00,472.01865,1.116009385,0.511,28.96,0.48
07/25/2013 18:00,63.05226,0.8712745,0.5795,26.5,0.09
07/25/2013 19:00,36.24195,0.38141625,0.846,22.21,0.99
07/25/2013 20:00,0.61131,0.72917825,0.987,18.69,0
07/25/2013 21:00,0.26199,0.77965975,0.999,17.44,0.12
07/25/2013 22:00,0,0.46181275,0.999,16.62,0
07/25/2013 23:00,0,0,0.999,16.08,0.28
07/26/2013 0:00,0.08733,0,0.999,15.72,0
07/26/2013 1:00,0,0.473031,0.999,14.99,0
07/26/2013 2:00,0,0.55155775,0.999,13.93,0
07/26/2013 3:00,0,0.364589,0.999,13.86,0
07/26/2013 4:00,0,0.74600525,0.999,13.51,0.12
07/26/2013 5:00,30.82749,0.80583525,0.999,13.46,0.01
07/26/2013 6:00,140.6013,0.94045275,0.999,16.95,0
07/26/2013 7:00,360.06159,0.5983,0.839,22.25,0
07/26/2013 8:00,610.4367,0.55155775,0.6652,26.2,0
07/26/2013 9:00,799.0695,0.609621476,0.5341,29.47,0
07/26/2013 10:00,964.1232,1.148085564,0.4616,30.71,0.04
07/26/2013 11:00,896.8791,0.365168622,0.4674,30.71,0.02
07/26/2013 12:00,741.4317,0.579452379,0.5266,28.45,0.08
07/26/2013 13:00,1103.8512,0.234837513,0.4427,31.35,0.66
07/26/2013 14:00,772.8705,0.650675427,0.4935,31.59,0.18
07/26/2013 15:00,119.20545,1.35828655,0.5067,28.46,0.01
07/26/2013 16:00,674.1876,0.914619204,0.4746,30.31,0.01
07/26/2013 17:00,442.41378,1.134887973,0.4496,31.59,0.49
07/26/2013 18:00,146.36508,0.6843055,0.5159,28.68,0.98
07/26/2013 19:00,31.70079,0,0.796,24.16,0.99
07/26/2013 20:00,0,0,0.93,20.82,0
07/26/2013 21:00,0,0,0.989,19.41,0
07/26/2013 22:00,0,0,0.999,18.79,0
07/26/2013 23:00,0,0.47490075,0.999,17.94,0.12
07/27/2013 0:00,0,0,0.999,16.83,0
07/27/2013 1:00,0,0,0.999,16.41,0
07/27/2013 2:00,0,0.003739375,0.999,16.24,0
07/27/2013 3:00,0,0.0280453,0.999,16,0
07/27/2013 4:00,0,0,0.999,15.26,0.1
07/27/2013 5:00,21.57051,0.06917845,0.999,15.06,0.01
07/27/2013 6:00,157.63065,0.76096275,0.999,18.04,0
07/27/2013 7:00,383.46603,0.155184075,0.765,24.49,0
07/27/2013 8:00,593.844,0.45059475,0.6245,27.59,0
07/27/2013 9:00,787.7166,1.20506122,0.5954,29.76,0
07/27/2013 10:00,948.4038,1.173015412,0.5577,31.37,0
07/27/2013 11:00,1052.3265,0.958188789,0.5596,31.2,0
07/27/2013 12:00,1095.1182,1.324880438,0.5273,32.73,0.01
07/27/2013 13:00,1102.9779,0.817652144,0.4509,33.82,0.02
07/27/2013 14:00,1133.5434,1.400400793,0.4106,34.72,0.36
07/27/2013 15:00,228.62994,0.889053695,0.4842,32.18,0.34
07/27/2013 16:00,353.94849,0.283804778,0.6132,31.48,0.01
07/27/2013 17:00,145.14246,0.45277729,0.824,26.47,0.01
07/27/2013 18:00,258.84612,0.171380101,0.5782,32.85,0.26
07/27/2013 19:00,59.82105,0.50107625,0.804,26.26,0.99
07/27/2013 20:00,0.17466,0,0.994,21.73,0
07/27/2013 21:00,0,0,0.999,19.65,0
07/27/2013 22:00,0,0.992804,0.999,19,0
07/27/2013 23:00,0,0.48050975,0.999,18.36,0
07/28/2013 0:00,0,0.50481575,0.999,17.72,0.13
07/28/2013 1:00,0,0,0.999,17.04,0.13
07/28/2013 2:00,0,0.003739375,0.999,16.63,0
07/28/2013 3:00,0,0.168271875,0.999,16.14,0
07/28/2013 4:00,0,0.031784675,0.999,15.67,0.97
07/28/2013 5:00,19.99857,0,0.999,15,0.01
07/28/2013 6:00,166.53831,0.46742175,0.999,18.06,0
07/28/2013 7:00,381.10812,0,0.788,23.81,0
07/28/2013 8:00,593.75667,0.4488262,0.67,27.27,0
07/28/2013 9:00,792.0831,0.828279941,0.6205,29.03,0
07/28/2013 10:00,958.0101,1.013532784,0.5806,30.73,0
07/28/2013 11:00,1053.1998,0.837757705,0.5577,31.87,0
07/28/2013 12:00,1105.5978,1.557270174,0.5176,33.38,0
07/28/2013 13:00,1102.9779,1.310576233,0.4563,34.45,0.01
07/28/2013 14:00,685.5405,0.672360131,0.4597,33.9,0.76
07/28/2013 15:00,393.68364,0.74600525,0.6084,31.86,0.01
07/28/2013 16:00,609.21408,0.827443979,0.5532,33.23,0
07/28/2013 17:00,454.9893,0.351998156,0.4706,34.61,0.01
07/28/2013 18:00,227.9313,0.603709203,0.5191,32.66,0.95
07/28/2013 19:00,17.55333,0.051066787,0.752,27.19,0.99
07/28/2013 20:00,0.43665,0.60951825,0.841,24.37,0.16
07/28/2013 21:00,0.08733,0.024305938,0.757,25.25,0
07/28/2013 22:00,0,0,0.924,21.8,0
07/28/2013 23:00,0,0.001869688,0.979,20.64,0
07/29/2013 0:00,0,0,0.999,18.89,0
07/29/2013 1:00,0,0,0.999,17.95,0
07/29/2013 2:00,0,0.048611875,0.999,16.66,0
07/29/2013 3:00,0,0,0.999,16.19,0
07/29/2013 4:00,0,0.60016975,0.999,15.64,0.99
07/29/2013 5:00,21.39585,0,0.999,15.7,0.01
07/29/2013 6:00,147.06372,0.3440225,0.999,18.67,0
07/29/2013 7:00,358.22766,0.26736525,0.844,24.3,0
07/29/2013 8:00,589.4775,1.13315403,0.6913,28.74,0
07/29/2013 9:00,788.5899,1.355234573,0.5368,30.47,0
07/29/2013 10:00,946.6572,1.448081178,0.5135,32.09,0
07/29/2013 11:00,1043.5935,1.542765191,0.4491,33.36,0
07/29/2013 12:00,1084.6386,0.884032069,0.4169,33.97,0
07/29/2013 13:00,917.8383,1.628626666,0.4131,35.07,0
07/29/2013 14:00,975.4761,1.886125391,0.3914,34.87,0.01
07/29/2013 15:00,837.4947,2.313014278,0.3661,35.91,0
07/29/2013 16:00,693.4002,1.536256217,0.3522,35.25,0.04
07/29/2013 17:00,348.53403,3.371870765,0.3247,33.38,0.01
07/29/2013 18:00,226.27203,7.059766999,0.4318,27.36,0.98
07/29/2013 19:00,41.83107,4.533388559,0.4085,25.44,0.99
07/29/2013 20:00,0.17466,1.554440249,0.4667,23.84,0
07/29/2013 21:00,0,0.516199692,0.6014,20.29,0.88
07/29/2013 22:00,0,0.211943747,0.5157,22.57,0.16
07/29/2013 23:00,0,0.304759,0.704,19.72,0.25
07/30/2013 0:00,0,0.001869688,0.884,15.93,0.68
07/30/2013 1:00,0,0.4823795,0.5332,21.43,0.16
07/30/2013 2:00,0,1.462917802,0.629,20.22,0
07/30/2013 3:00,0,1.891059281,0.835,16.74,0
07/30/2013 4:00,0,0.024305938,0.96,14.59,0.99
07/30/2013 5:00,2.70723,0,0.911,15.72,0.95
07/30/2013 6:00,90.64854,0,0.6565,18.84,0.87
07/30/2013 7:00,425.2971,0.87501375,0.6126,20.42,0.96
07/30/2013 8:00,229.93989,0.05235125,0.5644,21.37,0.04
07/30/2013 9:00,493.67649,0.918033635,0.5335,22.28,0.97
07/30/2013 10:00,358.48965,0.209079224,0.5687,21.53,0.3
07/30/2013 11:00,293.51613,0.646409049,0.5103,22.62,0.07
07/30/2013 12:00,1180.7016,2.306022112,0.4632,24.69,0.01
07/30/2013 13:00,1132.6701,2.277197946,0.4311,25.54,0.49
07/30/2013 14:00,1208.6472,0.656718146,0.3818,26.12,0.42
07/30/2013 15:00,939.6708,1.390899213,0.3814,26.7,0.02
07/30/2013 16:00,645.3687,1.543546729,0.3754,26.08,0.02
07/30/2013 17:00,504.33075,1.244747114,0.3908,26.11,0.02
07/30/2013 18:00,256.48821,1.33729723,0.4041,25.02,0
07/30/2013 19:00,51.35004,0.931421442,0.4628,23.09,0.99
07/30/2013 20:00,0,0.29541075,0.5006,21.22,0
07/30/2013 21:00,0,0.24679875,0.816,15.17,0
07/30/2013 22:00,0,0.826402,0.954,13.24,0.25
07/30/2013 23:00,0,0.25801675,0.999,12.01,0.13
07/31/2013 0:00,0,0.2243625,0.999,11.24,0
07/31/2013 1:00,0,0.162662825,0.999,11.14,0
07/31/2013 2:00,0,0.7273085,0.999,10.07,0
07/31/2013 3:00,0,0.566518335,0.999,9.68,0
07/31/2013 4:00,0,0.480742495,0.999,8.75,0.3
07/31/2013 5:00,12.66285,0.33280425,0.999,9.42,0.99
07/31/2013 6:00,117.37152,0.28232275,0.999,11.72,0
07/31/2013 7:00,283.12386,0,0.857,17.49,0
07/31/2013 8:00,658.4682,0.284935774,0.6034,24.55,0.01
07/31/2013 9:00,834.0015,0.450563606,0.4967,25.31,0.83
07/31/2013 10:00,328.01148,1.659528497,0.5242,24.79,0.91
07/31/2013 11:00,222.08019,0.66224425,0.5326,24.88,0.87
07/31/2013 12:00,391.2384,0.593304021,0.618,25.39,0.82
07/31/2013 13:00,465.4689,0.532861,0.4879,26.63,0.8
07/31/2013 14:00,881.1597,0.484249,0.4574,27.03,0.88
07/31/2013 15:00,506.95065,0.231456436,0.5106,25.84,0.1
07/31/2013 16:00,613.0566,0.151352335,0.4263,26.68,0.17
07/31/2013 17:00,234.13173,1.119094982,0.4935,25.95,0.25
07/31/2013 18:00,88.02864,0.902857752,0.4783,25.05,0.38
07/31/2013 19:00,52.74732,0.2785835,0.509,24.05,0.96
07/31/2013 20:00,0,0,0.6736,20.27,0
07/31/2013 21:00,0,0.85070775,0.916,15.73,0
07/31/2013 22:00,0,0.001869688,0.999,13.66,0
07/31/2013 23:00,0,0,0.999,12.44,0
08/01/2013 0:00,0,0.001869688,0.999,11.3,0
08/01/2013 1:00,0.08733,0.06730875,0.999,11.19,0
08/01/2013 2:00,0,0.1346175,0.999,10.44,0
08/01/2013 3:00,0,0.018696875,0.999,10.29,0
08/01/2013 4:00,0,1.34430525,0.999,9.86,0
08/01/2013 5:00,16.41804,0,0.999,9.5,0
